UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,Torque,tool_wear,machine_failure,tool_wear_failure,heat_dissipation_failure,PWF_power_failure,OSF_overstrain_failure,RNF_random_failure,date
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,02/12/2009
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,03/12/2009
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,04/12/2009
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,05/12/2009
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,06/12/2009
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,07/12/2009
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,08/12/2009
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,09/12/2009
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10/12/2009
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,11/12/2009
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,12/12/2009
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,13/12/2009
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,14/12/2009
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,15/12/2009
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,16/12/2009
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,17/12/2009
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,18/12/2009
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,19/12/2009
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,20/12/2009
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,21/12/2009
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,22/12/2009
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,23/12/2009
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,24/12/2009
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,25/12/2009
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,26/12/2009
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,27/12/2009
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,28/12/2009
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,29/12/2009
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,30/12/2009
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,31/12/2009
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,01/01/2010
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,02/01/2010
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,03/01/2010
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,04/01/2010
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,05/01/2010
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,06/01/2010
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,07/01/2010
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,08/01/2010
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,09/01/2010
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10/01/2010
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,11/01/2010
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,12/01/2010
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,13/01/2010
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,14/01/2010
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,15/01/2010
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,16/01/2010
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,17/01/2010
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,18/01/2010
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,19/01/2010
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,20/01/2010
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,21/01/2010
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,22/01/2010
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,23/01/2010
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,24/01/2010
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,25/01/2010
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,26/01/2010
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,27/01/2010
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,28/01/2010
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,29/01/2010
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,30/01/2010
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,31/01/2010
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,01/02/2010
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,02/02/2010
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,03/02/2010
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,04/02/2010
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,05/02/2010
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,06/02/2010
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,07/02/2010
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,08/02/2010
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,09/02/2010
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,10/02/2010
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11/02/2010
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,12/02/2010
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,13/02/2010
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,14/02/2010
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,15/02/2010
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,16/02/2010
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,17/02/2010
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,18/02/2010
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,19/02/2010
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,20/02/2010
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,21/02/2010
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,22/02/2010
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,23/02/2010
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,24/02/2010
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,25/02/2010
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,26/02/2010
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,27/02/2010
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,28/02/2010
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,01/03/2010
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,02/03/2010
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,03/03/2010
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,04/03/2010
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,05/03/2010
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,06/03/2010
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,07/03/2010
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,08/03/2010
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,09/03/2010
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,10/03/2010
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11/03/2010
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,12/03/2010
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,13/03/2010
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,14/03/2010
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,15/03/2010
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,16/03/2010
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,17/03/2010
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,18/03/2010
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,19/03/2010
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,20/03/2010
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,21/03/2010
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,22/03/2010
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,23/03/2010
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,24/03/2010
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,25/03/2010
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,26/03/2010
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,27/03/2010
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,28/03/2010
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,29/03/2010
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,30/03/2010
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,31/03/2010
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,01/04/2010
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,02/04/2010
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,03/04/2010
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,04/04/2010
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,05/04/2010
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,06/04/2010
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,07/04/2010
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,08/04/2010
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,09/04/2010
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,10/04/2010
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11/04/2010
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,12/04/2010
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,13/04/2010
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,14/04/2010
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,15/04/2010
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,16/04/2010
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,17/04/2010
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,18/04/2010
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,19/04/2010
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,20/04/2010
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,21/04/2010
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,22/04/2010
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,23/04/2010
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,24/04/2010
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,25/04/2010
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,26/04/2010
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,27/04/2010
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,28/04/2010
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,29/04/2010
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,30/04/2010
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,01/05/2010
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,02/05/2010
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,03/05/2010
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,04/05/2010
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,05/05/2010
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,06/05/2010
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,07/05/2010
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,08/05/2010
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,09/05/2010
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,10/05/2010
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,11/05/2010
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,12/05/2010
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,13/05/2010
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,14/05/2010
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,15/05/2010
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,16/05/2010
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,17/05/2010
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,18/05/2010
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,19/05/2010
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,20/05/2010
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,21/05/2010
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,22/05/2010
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,23/05/2010
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,24/05/2010
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,25/05/2010
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,26/05/2010
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,27/05/2010
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,28/05/2010
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,29/05/2010
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,30/05/2010
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,31/05/2010
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,01/06/2010
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,02/06/2010
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,03/06/2010
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,04/06/2010
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,05/06/2010
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,06/06/2010
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,07/06/2010
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,08/06/2010
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,09/06/2010
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,10/06/2010
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11/06/2010
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,12/06/2010
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,13/06/2010
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,14/06/2010
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,15/06/2010
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,16/06/2010
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,17/06/2010
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,18/06/2010
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,19/06/2010
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,20/06/2010
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,21/06/2010
516,L47695,L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,22/06/2010
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,23/06/2010
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,24/06/2010
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,25/06/2010
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,26/06/2010
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,27/06/2010
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,28/06/2010
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,29/06/2010
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,30/06/2010
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,01/07/2010
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,02/07/2010
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,03/07/2010
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,04/07/2010
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,05/07/2010
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,06/07/2010
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,07/07/2010
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,08/07/2010
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,09/07/2010
534,L47713,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,10/07/2010
535,L47714,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,11/07/2010
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,12/07/2010
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,13/07/2010
538,H29951,H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0,14/07/2010
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,15/07/2010
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,16/07/2010
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,17/07/2010
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,18/07/2010
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,19/07/2010
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,20/07/2010
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,21/07/2010
546,L47725,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,22/07/2010
547,L47726,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,23/07/2010
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,24/07/2010
549,L47728,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,25/07/2010
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,26/07/2010
551,L47730,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,27/07/2010
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,28/07/2010
553,M15412,M,297.4,309.3,1622,35.0,123,0,0,0,0,0,0,29/07/2010
554,M15413,M,297.4,309.3,1564,36.0,126,0,0,0,0,0,0,30/07/2010
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,31/07/2010
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,01/08/2010
557,L47736,L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,02/08/2010
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,03/08/2010
559,L47738,L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,04/08/2010
560,L47739,L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,05/08/2010
561,L47740,L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,06/08/2010
562,M15421,M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,07/08/2010
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,08/08/2010
564,L47743,L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,09/08/2010
565,H29978,H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,10/08/2010
566,H29979,H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,11/08/2010
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,12/08/2010
568,M15427,M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,13/08/2010
569,L47748,L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,14/08/2010
570,M15429,M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,15/08/2010
571,L47750,L,297.7,309.7,1498,41.0,176,0,0,0,0,0,0,16/08/2010
572,M15431,M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,17/08/2010
573,L47752,L,297.8,309.9,1351,49.0,181,0,0,0,0,0,0,18/08/2010
574,L47753,L,297.9,309.9,1472,45.0,183,0,0,0,0,0,0,19/08/2010
575,M15434,M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,20/08/2010
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,21/08/2010
577,H29990,H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,22/08/2010
578,L47757,L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,23/08/2010
579,L47758,L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,24/08/2010
580,M15439,M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,25/08/2010
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,26/08/2010
582,L47761,L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,27/08/2010
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,28/08/2010
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,29/08/2010
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,30/08/2010
586,L47765,L,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,31/08/2010
587,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,01/09/2010
588,H30001,H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,02/09/2010
589,L47768,L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,03/09/2010
590,L47769,L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,04/09/2010
591,L47770,L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,05/09/2010
592,H30005,H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,06/09/2010
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,07/09/2010
594,L47773,L,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,08/09/2010
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,09/09/2010
596,M15455,M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,10/09/2010
597,M15456,M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,11/09/2010
598,H30011,H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,12/09/2010
599,L47778,L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,13/09/2010
600,H30013,H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,14/09/2010
601,L47780,L,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,15/09/2010
602,L47781,L,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,16/09/2010
603,L47782,L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,17/09/2010
604,L47783,L,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,18/09/2010
605,L47784,L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,19/09/2010
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,20/09/2010
607,L47786,L,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,21/09/2010
608,M15467,M,298.0,309.9,1565,33.9,40,0,0,0,0,0,0,22/09/2010
609,L47788,L,298.0,309.9,1403,47.7,43,0,0,0,0,0,0,23/09/2010
610,L47789,L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,24/09/2010
611,L47790,L,298.1,310.0,1534,33.7,47,0,0,0,0,0,0,25/09/2010
612,L47791,L,298.1,310.0,1553,40.9,49,0,0,0,0,0,0,26/09/2010
613,L47792,L,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,27/09/2010
614,L47793,L,298.1,309.9,1634,30.0,53,0,0,0,0,0,0,28/09/2010
615,M15474,M,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,29/09/2010
616,L47795,L,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,30/09/2010
617,H30030,H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,01/10/2010
618,M15477,M,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,02/10/2010
619,H30032,H,298.2,310.0,1433,44.2,68,0,0,0,0,0,0,03/10/2010
620,L47799,L,298.3,310.0,1507,44.7,73,0,0,0,0,0,0,04/10/2010
621,M15480,M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,05/10/2010
622,L47801,L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,06/10/2010
623,M15482,M,298.4,310.2,1725,32.0,80,0,0,0,0,0,0,07/10/2010
624,L47803,L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,08/10/2010
625,H30038,H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,09/10/2010
626,L47805,L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,10/10/2010
627,L47806,L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,11/10/2010
628,L47807,L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,12/10/2010
